scenario,base_rpa,prop_rpa,base_err,prop_err
extreme_noise,0.25649974428988515,0.7126441293275471,1526.7891200044662,401.5539787878169
high_noise,0.8586254203417409,0.9298644392146519,235.07830610015392,82.97761571924
standard_mic,0.9581710647802197,0.94906119602766,49.49065881274942,50.285649384821895
